Problem Set Id,Problem Part,Problem Type,Answer Types,Problem Body,Fill-in Options,Fill-in Answers,Multiple Choice Options,Multiple Choice Answers,problem_id
PRABHQW3,1,Multiple Choice (select all),Check All That Apply,"<p>Consider the division expression&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>&#160;</mo><mo>&#247;</mo><mo>&#160;</mo><mn>2</mn></math>.&nbsp; Select <strong>all</strong> multiplication equations that correspond to this division expression.</p>",,,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mo>?</mo><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mo>?</mo><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>2</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mo>?</mo></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>?</mo><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>2</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>?</mo><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mn>2</mn><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac></math></p>","<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mo>?</mo><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>?</mo><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mn>2</mn><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>7</mn><mfrac><mn>1</mn><mn>2</mn></mfrac></math></p>",490707
PRABQMB2,1,Multiple Choice (select all),Check All That Apply,"<p>Without computing, select&nbsp;<strong>all&nbsp;</strong>of the expressions that have the same value as&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>81</mn><mo>&#183;</mo><mo>(</mo><mn>37</mn><mo>+</mo><mn>59</mn><mo>)</mo></math>.</p>",,,81 · (59+37) || (81 · 37) + 59 || (81 · 37) + (81 · 59) || 81 + (37 · 59) || (37 + 59) · 81,81 · (59+37) || (81 · 37) + (81 · 59) || (37 + 59) · 81,427706
PSBBFAV,10,Multiple Choice (select all),Check All That Apply,"<p>Other than traveling from school, what do you do right after school on most days?</p>
<div>
<div>
<div>&nbsp;</div>
</div>
</div>",,,Have a snack || Do homework || Read a book || Talk on the phone || Practice a sport || Do chores || Use the computer || Participate in an extracurricular activity,Have a snack || Do homework || Read a book || Talk on the phone || Practice a sport || Do chores || Use the computer || Participate in an extracurricular activity,199131
PSBWQY,2,Multiple Choice (select 1),Multiple Choice,<p>Is the sample representative of the population?</p>,,,Yes || No,No,106396
PRABFGZS,1,Multiple Choice (select all),Check All That Apply,"<p>Select&nbsp;<strong>all</strong> the expressions that equal <math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>3</mn><mn>4</mn></msup></math>.</p>",,,<p>7</p> || <p>4<sup>3</sup></p> || <p>12</p> || <p>81</p> || <p>64</p> || <p>9<sup>2</sup></p>,<p>81</p> || <p>9<sup>2</sup></p>,297477
PSBS86,3,Multiple Choice (select all),Check All That Apply,"<p><img src=""/images/assistments/392910.jpg"" alt="""" width=""677"" height=""368""></p>
<p>&nbsp;</p>
<p>Which have the same area&nbsp;<em>and</em>&nbsp;the same perimeter as Rectangle R?</p>",,,Rectangle A. || Rectangle B. || Rectangle C. || Rectangle D. || Rectangle E. || Rectangle F.,Rectangle A. || Rectangle E.,85266
PSBX69,1,Multiple Choice (select 1),Multiple Choice,"<p>Here are graphs representing three linear relationships. These relationships could also be represented with equations.</p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/200837.jpg"" alt="""" width=""294"" height=""291""></p>
<p>For the statement below, decide if it is true or false.&nbsp;</p>
<p>&nbsp;</p>
<p>(4,&nbsp;0)&nbsp;is a solution of the equation for line&nbsp;<em><strong>m</strong></em>.</p>",,0,True || False,FALSE,113066
PSBQM7,1,Multiple Choice (select 1),Multiple Choice,"<p>Priya&nbsp;looks at the inequality <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>12</mn><mo>&#8722;</mo><mi>x</mi><mo>&#62;</mo><mn>5</mn></math>&nbsp;and says &ldquo;I subtract a number from 12 and want a result that is bigger than 5. That means that the solutions should be values of <em>x</em> that are smaller than something.&rdquo;</p>
<p>&nbsp;</p>
<p>Do you agree with Priya?</p>",,,Agree || Disagree,Agree,70471
PSBH8S,7,Multiple Choice (select 1),Multiple Choice,<p>It will snow at our school on July 1.</p>,,,impossible || unlikely || equally likely as not || likely || certain,impossible || unlikely,42589
PSBB7DK,1,Multiple Choice (select all),Check All That Apply,<p>Which graphs cannot represent a proportional relationship? Select&nbsp;<strong>all</strong> that apply.</p>,,,"<p><img src=""//resources.assistments.org/fetch/C/58a5ce1f-8b85-4517-8299-f3cd583c311a.png"" width=""200""></p> || <p><img src=""//resources.assistments.org/fetch/C/29095817-9cfd-4ab2-bb2d-c46e6983230d.jpeg"" width=""200""></p> || <p><img src=""//resources.assistments.org/fetch/C/8b1625e5-f0e2-4483-a4d3-bf9b6aa4d7a5.jpeg"" width=""200""></p> || <p><img src=""//resources.assistments.org/fetch/C/a91a1015-97e3-42d5-b647-f254dabf4f26.jpeg"" width=""200""></p>","<p><img src=""//resources.assistments.org/fetch/C/29095817-9cfd-4ab2-bb2d-c46e6983230d.jpeg"" width=""200""></p> || <p><img src=""//resources.assistments.org/fetch/C/8b1625e5-f0e2-4483-a4d3-bf9b6aa4d7a5.jpeg"" width=""200""></p>",327867
PSBBR87,4,Multiple Choice (select 1),Multiple Choice,"<p>Noah said, &ldquo;If&nbsp;<em><span><span><span><span>a</span></span></span></span></em>&nbsp;is a rational number,&nbsp;<span><span><span><span>-</span><em><span>a</span></em></span></span></span>&nbsp;will always be a negative number.&rdquo;</p>
<p>&nbsp;</p>
<p>Do you agree with Noah?&nbsp;</p>",,,"Yes, Noah is correct. || No, Noah is incorrect.","No, Noah is incorrect.",254122
PRABFCCB,1,Multiple Choice (select all),Check All That Apply,<p>Select&nbsp;<strong>all</strong>&nbsp;the expressions whose value is&nbsp;larger than 100.</p>,,,"<p>120% of 100</p> || <p>50% of 150</p> || <p>150% of 50</p> || <p>20% of 800</p> || <p>200% of 30</p> || <p>500% of 400</p> || <p>1% of 1,000</p>",<p>120% of 100</p> || <p>20% of 800</p> || <p>500% of 400</p>,321235
PSBV9Y,5,Multiple Choice (select all),Check All That Apply,<p>Which three summer sports are most popular in Kiran&rsquo;s class?</p>,,,basketball || diving || gymnastics || rowing || soccer || swimming || track and field || volleyball,gymnastics || swimming || track and field,103242
PSBC3Y7,1,Multiple Choice (select 1),Multiple Choice,"<p>At a restaurant, a&nbsp;trash can's opening&nbsp;is rectangular and measures 7 inches by 9 inches. The restaurant serves food on trays that measure 12 inches by 16 inches. Jada says it is impossible for the tray to accidentally fall through the trash can&nbsp;opening because the shortest side of the tray is longer than either edge of the opening.</p>
<p>&nbsp;</p>
<p>Do you agree or disagree with Jada&rsquo;s explanation?</p>",,,Agree || Disagree,Disagree,485290
PSBB2TW,2,Multiple Choice (select 1),Multiple Choice,"<p>For&nbsp;the&nbsp;inequality, decide whether the solution is represented by&nbsp;x&nbsp;&lt;&nbsp;4.5&nbsp;or&nbsp;x&nbsp;&gt;&nbsp;4.5.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>-</mo><mn>8</mn><mi>x</mi><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>6</mn><mo>&#160;</mo><mo>&#62;</mo><mo>&#160;</mo><mo>-</mo><mn>30</mn></math></p>",,,x &lt; 4.5 || x &gt; 4.5,x &lt; 4.5,302326
PRABDX3U,1,Multiple Choice (select all),Check All That Apply,"<p>The rectangle seen in Frame 1 is rotated to a new position, seen in Frame 2.<br><br></p>
<p><img src=""/images/assistments/145401.jpg"" width=""290"" height=""222""><br><br></p>
<p>Select<strong> all</strong> the ways the rectangle could have been rotated to get from Frame 1 to Frame 2.</p>",,,40 degrees clockwise || 40 degrees counterclockwise || 90 degrees clockwise || 90 degrees counterclockwise || 140 degrees clockwise || 140 degrees counterclockwise,40 degrees counterclockwise || 140 degrees clockwise,1074
PRABEE2J,1,Multiple Choice (select 1),Multiple Choice,"<p>Which equation, together with&nbsp;y&nbsp;=&nbsp;-1.5x&nbsp;+&nbsp;3, makes a system with one solution?</p>",,,y = -1.5x + 6 || y = -1.5x || 2y = -3x + 6 || 2y + 3x = 6 || y = -2x + 3,y = -2x + 3,306064
PSB9AQ,1,Multiple Choice (select 1),Multiple Choice,"<p>Which one of these pictures is not like the others?</p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/158742.jpg"" alt=""Three ovals labeled L, M and N on a square grid."" width=""500"" height=""252""></p>",,,Picture L || Picture M || Picture N,Picture M,165102
PSBQ67,1,Multiple Choice (select 1),Multiple Choice,"<p>For a science experiment, students need to find 25% of 60 grams.</p>
<p>&nbsp;</p>
<ul>
<li>Jada says, &ldquo;I can find this by calculating&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>4</mn></mfrac><mo>&#160;</mo><mi>of</mi><mo>&#160;</mo><mn>60</mn></math>.&rdquo;</li>
<li>Andre says, &ldquo;25% of 60 means&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>25</mn><mn>100</mn></mfrac><mo>&#160;</mo><mo>&#183;</mo><mo>&#160;</mo><mn>60</mn></math>.&rdquo;</li>
</ul>
<p>&nbsp;</p>
<p>Do you agree with either of them?&nbsp;</p>",,,I agree with only Jada || I agree with only Andre || I agree with both Jada and Andre || I agree with neither Jada or Andre,I agree with both Jada and Andre,73922
PRABFEWM,1,Multiple Choice (select all),Check All That Apply,<p>Select&nbsp;<strong>all</strong>&nbsp;the true equations.</p>,,,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>0</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>0</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>15</mn><mo>&#160;</mo><mo>&#183;</mo><mo>&#160;</mo><mn>0</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>0</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn><mo>.</mo><mn>4</mn><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>2</mn><mo>.</mo><mn>7</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>4</mn><mo>.</mo><mn>1</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2</mn><mn>3</mn></mfrac><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mfrac><mn>5</mn><mn>9</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mfrac><mn>7</mn><mn>12</mn></mfrac></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>4</mn><mfrac><mn>2</mn><mn>3</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>5</mn><mo>&nbsp;</mo><mo>-</mo><mo>&nbsp;</mo><mfrac><mn>1</mn><mn>3</mn></mfrac></math></p>","<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>15</mn><mo>&#160;</mo><mo>&#183;</mo><mo>&#160;</mo><mn>0</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>0</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn><mo>.</mo><mn>4</mn><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>2</mn><mo>.</mo><mn>7</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>4</mn><mo>.</mo><mn>1</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>4</mn><mfrac><mn>2</mn><mn>3</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>5</mn><mo>&nbsp;</mo><mo>-</mo><mo>&nbsp;</mo><mfrac><mn>1</mn><mn>3</mn></mfrac></math></p>",154867
PRABMQH8,1,Multiple Choice (select all),Check All That Apply,"<p>Triangle Z is a scale copy of Triangle M.<br><br></p>
<p><img src=""/images/assistments/274148.jpg"" alt=""Triangle M with side lengths of 4, 7, and 10."" width=""497"" height=""142""></p>
<p><br>Select&nbsp;<strong>all</strong> the sets of values that could be the side lengths of Triangle Z.&nbsp;</p>",,,"<p>8,11,14</p> || 10,17.5,25 || 6,9,11 || 6,10.5,15 || 8,14,20","10,17.5,25 || 6,10.5,15 || 8,14,20",569234
PSBCNUB,1,Multiple Choice (select 1),Multiple Choice,"<p>Which temperature is warmer, -2&nbsp;degrees Celsius, or -5&nbsp;degrees Celsius?</p>",,,-2 degrees Celsius || -5 degrees Celsius,-2 degrees Celsius,409535
PSBBXKW,1,Multiple Choice (select 1),Multiple Choice,"<p>While playing basketball, Jada&rsquo;s heart rate goes up to 160 beats per minute. While jogging, her heart beats 25 times in 10 seconds. Assuming her heart beats at a constant rate while jogging, which of these activities resulted in a higher heart rate?</p>",,,jogging || playing basketball,playing basketball,283915
PSBEXG,1,Multiple Choice (select 1),Multiple Choice,"<p>Decide whether the table could represent a proportional relationship.</p>
<p>&nbsp;</p>
<p>Annie&rsquo;s Attic is giving away $5 off coupons.</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 44.7231%; height: 136px;"" border=""1"">
<tbody>
<tr style=""height: 32.6667px;"">
<td style=""width: 50.003%; text-align: center; height: 32.6667px;""><strong>original price</strong></td>
<td style=""width: 50.003%; text-align: center; height: 32.6667px;""><strong>sale price</strong></td>
</tr>
<tr style=""height: 32.6667px;"">
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$15</td>
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$10</td>
</tr>
<tr style=""height: 32.6667px;"">
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$25</td>
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$20</td>
</tr>
<tr style=""height: 32.6667px;"">
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$35</td>
<td style=""width: 50.003%; text-align: center; height: 32.6667px;"">$30</td>
</tr>
</tbody>
</table>",,,"<p>Yes, it is proportional</p> || <p>No, it is not proportional</p>","<p>No, it is not proportional</p>",24484
PRABQNZC,1,Multiple Choice (select 1),Multiple Choice,<p>Which of these expressions is equivalent to 0.04(<em>x</em> - 25)?</p>,,,<p>0.04<em>x</em> - 1</p> || <p>0.04<em>x</em> - 1.04</p> || <p>0.04<em>x</em> - 25</p> || <p>0.04<em>x</em> - 25.04</p>,<p>0.04<em>x</em> - 1</p>,498737
PSBJF8,1,Multiple Choice (select 1),Multiple Choice,"<p>&nbsp;</p>
<p><img src=""/images/assistments/333109.jpg"" width=""365"" height=""121"">&nbsp;</p>
<p>Diego and Jada were asked &ldquo;How many rhombuses are in a trapezoid?&rdquo;</p>
<ul>
<li>Diego says, &ldquo;<img src=""/pluginwiris_engine/app/showimage?formula=b37f1195c1789520bde304bcb5356a78"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"">. If I put 1 rhombus on a trapezoid, the leftover shape is a triangle, which is <img src=""/pluginwiris_engine/app/showimage?formula=9946ec629e826fbb8a5653043a3464db"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"">&nbsp;of the trapezoid.&rdquo;&nbsp;</li>
<li>Jada says, &ldquo;I think it&rsquo;s <img src=""/pluginwiris_engine/app/showimage?formula=3a9f5ca93dacb9adfae17e79bd3901b9"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"">. Since we want to find out &lsquo;how many rhombuses,&rsquo; we should compare the leftover triangle to a rhombus. A triangle is <img src=""/pluginwiris_engine/app/showimage?formula=3bdddc87db3186caf445c7636a0cdcbc"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"">&nbsp;of a rhombus.&rdquo;&nbsp;</li>
</ul>
<p>&nbsp;</p>
<p>Do you agree with either of them?</p>",,,I agree with Diego || I agree with Jada || I agree with neither || I agree with both,I agree with Jada,44207
PSBH8S,8,Multiple Choice (select 1),Multiple Choice,<p>The sun will set today before 11:00 p.m.</p>,,,impossible || unlikely || equally likely as not || likely || certain,certain,42680
PSBBCQT,6,Multiple Choice (select 1),Multiple Choice,"<p>Is (100, 193) also on the line?</p>
<p><img src=""/images/assistments/193668.jpg"" alt="""" width=""425"" height=""424""></p>",,,Yes || No,Yes,184867
PRABDYF6,1,Multiple Choice (select 1),Multiple Choice,"<p>The point (-4,1) is rotated 180 degrees counterclockwise using center (0,0).&nbsp;What are the coordinates of the image?</p>",,,"<p><span style=""font-size: 18pt;"">(-1,-4)</span></p> || <p><span style=""font-size: 18pt;"">(-1,4)</span></p> || <p><span style=""font-size: 18pt;"">(4,1)</span></p> || <p><span style=""font-size: 18pt;"">(4,-1)</span></p>","<p><span style=""font-size: 18pt;"">(4,-1)</span></p>",95407
PSBBE76,1,Multiple Choice (select all),Check All That Apply,"<p>Select&nbsp;<strong>all</strong> the equations that describe the situation and then find the solution.</p>
<p>&nbsp;</p>
<p>Tyler's playlist has 36 songs. Noah&rsquo;s playlist has one quarter as many songs as Tyler's playlist. How many songs are on Noah&rsquo;s playlist, <em>w</em>?</p>",,,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>w</mi><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>4</mn><mo>&nbsp;</mo><mo>·</mo><mo>&nbsp;</mo><mn>36</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>w</mi><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>36</mn><mo>&nbsp;</mo><mo>÷</mo><mo>&nbsp;</mo><mn>4</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>4</mn><mi>w</mi><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>36</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mi>w</mi><mn>4</mn></mfrac><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>36</mn></math></p>","<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>w</mi><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>36</mn><mo>&nbsp;</mo><mo>÷</mo><mo>&nbsp;</mo><mn>4</mn></math></p> || <p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>4</mn><mi>w</mi><mo>&nbsp;</mo><mo>=</mo><mo>&nbsp;</mo><mn>36</mn></math></p>",198693
